index,Name,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,KM_Driven,make,mileage_new,engine_new,power_new
1450,Maruti Swift Dzire VXi,Chennai,2012,Petrol,Manual,First,5,4.9,7,49,maruti,17.5,1298,85.8
1452,Hyundai Elite i20 Petrol Asta,Kochi,2017,Petrol,Manual,First,5,8.91,2,13,hyundai,18.6,1197,81.86
1456,Maruti A-Star Vxi,Pune,2011,Petrol,Manual,First,5,2,8,70,maruti,19,998,66.1
1457,Nissan Micra Diesel XV Premium,Kolkata,2012,Diesel,Manual,First,5,2.4,7,32,nissan,23.08,1461,63.1
1458,Tata Nano LX,Pune,2013,Petrol,Manual,First,4,1.2,6,4,tata,25.4,624,37.48
1459,Maruti Swift Dzire Tour LDI,Delhi,2014,Diesel,Manual,First,5,2.9,5,71,maruti,23.4,1248,74
1462,Honda Amaze VX i-DTEC,Chennai,2016,Diesel,Manual,First,5,7.5,3,15,honda,25.8,1498,98.6
1465,Maruti Ritz VDi,Hyderabad,2012,Diesel,Manual,First,5,3.39,7,85,maruti,23.2,1248,73.94
1467,Maruti Ciaz ZDi SHVS,Chennai,2014,Diesel,Manual,First,5,6.85,5,45,maruti,28.09,1248,88.5
1469,Tata Indica V2 eLS,Chennai,2015,Diesel,Manual,Second,5,2,4,100,tata,25,1396,69
1470,Maruti 800 Std BSIII,Jaipur,2006,Petrol,Manual,First,4,0.9,13,165,maruti,16.1,796,37
1471,Volkswagen Polo 1.2 MPI Highline,Kolkata,2015,Petrol,Manual,First,5,3.8,4,22,volkswagen,16.47,1198,74
1474,Maruti Baleno Zeta 1.2,Coimbatore,2019,Petrol,Manual,First,5,8.7,0,17,maruti,21.4,1197,83.1
1475,Maruti Baleno Zeta 1.2,Mumbai,2016,Petrol,Manual,First,5,6.1,3,12,maruti,21.4,1197,83.1
1478,Maruti Alto K10 LXI,Delhi,2015,Petrol,Manual,First,5,2.65,4,51,maruti,20.92,998,67.1
1479,Maruti Swift VXI Optional,Kochi,2017,Petrol,Manual,First,5,5.27,2,42,maruti,20.4,1197,81.8
1480,Chevrolet Sail LT ABS,Kolkata,2014,Diesel,Manual,First,5,2.48,5,45,chevrolet,22.1,1248,74
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,Diesel,Manual,First,5,2.95,8,37,hyundai,23,1396,90
1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,Diesel,Manual,Second,5,2.65,6,64,tata,21.02,1248,88.76
1491,Maruti Ritz VXI,Mumbai,2014,Petrol,Manual,First,5,3.25,5,33,maruti,21.1,1197,85.8
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,Petrol,Manual,First,5,5,4,7,tata,17.57,1193,88.7
1498,Maruti A-Star Vxi,Pune,2011,Petrol,Manual,Second,5,1.95,8,69,maruti,19,998,66.1
1500,Hyundai i20 Asta (o),Delhi,2014,Petrol,Manual,First,5,5.5,5,42,hyundai,17,1197,80
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,Diesel,Manual,First,5,7.79,3,30,maruti,27.39,1248,74
1504,Maruti Ertiga VDI,Kochi,2017,Diesel,Manual,First,7,8.27,2,43,maruti,20.77,1248,88.76
1510,Maruti Swift Dzire VDI,Delhi,2013,Diesel,Manual,First,5,3.95,6,72,maruti,23.4,1248,74
1512,Maruti Swift Dzire ZXi,Delhi,2013,Petrol,Manual,First,5,4.25,6,40,maruti,17.5,1298,85.8
1517,Honda Jazz 1.2 E i VTEC,Kochi,2018,Petrol,Manual,First,5,6.17,1,38,honda,18.7,1199,88.7
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,Diesel,Automatic,First,5,9.15,2,28,maruti,28.4,1248,73.75
1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,Diesel,Manual,First,5,4.5,5,95,nissan,21.64,1461,84.8
1522,Honda Brio S MT,Coimbatore,2016,Petrol,Manual,First,5,5.37,3,14,honda,19.4,1198,86.8
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,Diesel,Manual,First,5,7.7,3,29,ford,23,1498,98.96
1527,Hyundai i10 Sportz,Chennai,2012,Petrol,Manual,First,5,3,7,49,hyundai,20.36,1197,78.9
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,Diesel,Manual,First,5,6.69,1,38,tata,20.65,1248,88.7
1530,Maruti Swift VDI,Delhi,2014,Diesel,Manual,First,5,4.25,5,56,maruti,22.9,1248,74
1535,Honda City i DTEC SV,Hyderabad,2014,Diesel,Manual,First,5,6.99,5,65,honda,26,1498,98.6
1538,Maruti Alto 800 LXI,Chennai,2015,Petrol,Manual,First,5,2.79,4,21,maruti,22.74,796,47.3
1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,Diesel,Manual,Second,5,2.9,7,148,tata,21.12,1248,88.8
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,Diesel,Manual,First,5,7.29,2,30,ford,26.1,1498,99
1546,Maruti Omni 8 Seater BSIV,Hyderabad,2013,Petrol,Manual,First,5,2.6,6,34,maruti,14,796,35
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,Diesel,Manual,Second,5,3.1,4,90,mahindra,21.03,1461,65
1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,Diesel,Manual,First,5,3.5,3,100,maruti,23.4,1248,74
1551,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,Petrol,Manual,First,5,2.35,8,50,volkswagen,16.47,1198,73.9
1553,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,Petrol,Manual,First,5,5.9,5,72,volkswagen,16.47,1198,74
1554,Maruti Ritz VXI,Hyderabad,2012,Petrol,Manual,First,5,3.9,7,68,maruti,21.1,1197,85.8
1557,Honda City i DTec SV,Delhi,2015,Diesel,Manual,First,5,7,4,33,honda,26,1498,98.6
1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,Petrol,Manual,First,5,7.23,2,22,volkswagen,17,1198,73.75
1559,Maruti SX4 ZDI Leather,Mumbai,2012,Diesel,Manual,First,5,3.81,7,90,maruti,21.5,1248,88.8
1560,Maruti Swift ZXI,Chennai,2012,Petrol,Manual,Third,5,4.5,7,42,maruti,18.6,1197,85.8
1563,Maruti Alto LXi BSIII,Coimbatore,2010,Petrol,Manual,First,5,2.96,9,59,maruti,19.7,796,46.3
1564,Honda Amaze SX i-DTEC,Kolkata,2014,Diesel,Manual,First,5,3.25,5,36,honda,25.8,1498,98.6
1567,Maruti Wagon R VXI BS IV,Kochi,2011,Petrol,Manual,First,5,3.08,8,36,maruti,18.9,998,67.1
1571,Maruti Wagon R LX BS IV,Pune,2011,Petrol,Manual,First,5,2.6,8,71,maruti,20.51,998,67.04
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,Diesel,Manual,First,5,3.85,5,42,hyundai,24,1186,73.97
1579,Hyundai Grand i10 Asta Option,Bangalore,2015,Petrol,Manual,First,5,5.75,4,50,hyundai,18.9,1197,82
1580,Hyundai i10 Magna 1.2,Mumbai,2008,Petrol,Manual,Second,5,1.65,11,62,hyundai,20.36,1197,78.9
1585,Maruti Wagon R VXI Minor ABS,Kochi,2013,Petrol,Manual,First,5,3.02,6,36,maruti,18.9,1061,67
1586,Hyundai EON Era,Coimbatore,2013,Petrol,Manual,First,5,3.32,6,65,hyundai,21.1,814,55.2
1587,Honda Brio S MT,Delhi,2013,Petrol,Manual,First,5,3.24,6,33,honda,19.4,1198,86.8
1588,Maruti Alto 800 VXI,Kolkata,2015,Petrol,Manual,First,5,2.35,4,11,maruti,22.74,796,47.3
1589,Mahindra Bolero ZLX,Jaipur,2013,Diesel,Manual,First,7,5.5,6,63,mahindra,15.96,2523,62.1
1592,Maruti Swift VVT VXI,Pune,2016,Petrol,Manual,First,5,5.45,3,27,maruti,22,1197,81.8
1593,Hyundai EON Magna Plus,Hyderabad,2013,Petrol,Manual,Second,5,2.3,6,20,hyundai,21.1,814,55.2
1594,Maruti Swift Dzire ZXI,Kochi,2015,Petrol,Manual,First,5,6.21,4,24,maruti,20.85,1197,83.14
1595,Nissan Micra XV CVT,Coimbatore,2014,Petrol,Automatic,First,5,5.21,5,47,nissan,19.34,1198,76
1597,Maruti Swift Vdi BSIII,Pune,2010,Diesel,Manual,First,5,3.1,9,135,maruti,17.8,1248,75
1599,Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,Diesel,Manual,First,5,4,3,29,volkswagen,20.14,1498,88.8
1602,Maruti 800 AC BSIII,Hyderabad,2011,Petrol,Manual,First,4,1.3,8,83,maruti,16.1,796,37
1603,Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,Diesel,Manual,First,5,4.42,5,82,volkswagen,20.14,1498,88.8
1606,Honda Amaze VX i-DTEC,Kochi,2015,Diesel,Manual,First,5,5.38,4,61,honda,25.8,1498,98.6
1607,Hyundai i20 1.2 Sportz Option,Chennai,2011,Petrol,Manual,Second,5,3.25,8,32,hyundai,17,1197,80
1608,Maruti Wagon R AMT VXI,Jaipur,2016,Petrol,Automatic,First,5,3.87,3,68,maruti,20.51,998,67
1610,Maruti Ciaz 1.4 Zeta,Mumbai,2018,Petrol,Manual,First,5,9.28,1,32,maruti,20.73,1373,91.1
1612,Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,Petrol,Manual,Second,5,1.15,11,75,chevrolet,15.26,1150,74.9
1613,Maruti Ciaz ZXi Option,Kochi,2016,Petrol,Manual,First,5,7.8,3,40,maruti,20.73,1373,91.2
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,Diesel,Manual,First,5,4.5,7,60,hyundai,23,1396,90
1615,Honda Jazz 1.2 SV i VTEC,Kochi,2018,Petrol,Manual,First,5,7.56,1,18,honda,18.7,1199,88.7
1617,Hyundai i20 1.2 Sportz,Bangalore,2012,Petrol,Manual,First,5,4.5,7,52,hyundai,17,1197,80
1619,Hyundai i10 Era 1.1,Delhi,2011,Petrol,Manual,First,5,2.2,8,54,hyundai,19.81,1086,68.05
1620,Maruti Celerio VXI AT,Bangalore,2014,Petrol,Automatic,First,5,4,5,49,maruti,23.1,998,67.04
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,Diesel,Manual,First,5,2.51,7,98,skoda,20.86,1199,73.9
1622,Maruti Swift VDI BSIV,Delhi,2015,Diesel,Manual,First,5,4.75,4,60,maruti,25.2,1248,74
1623,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,Petrol,Manual,Second,5,2,11,68,hyundai,16,1086,66.7
1624,Hyundai i10 Magna 1.2,Jaipur,2010,Petrol,Manual,Second,5,2.1,9,81,hyundai,20.36,1197,78.9
1627,Maruti Swift VDI BSIV,Ahmedabad,2017,Diesel,Manual,First,5,6,2,49,maruti,25.2,1248,74
1628,Maruti 800 Std BSIII,Jaipur,2004,Petrol,Manual,Second,4,0.45,15,12,maruti,16.1,796,37
1629,Maruti Swift Lxi BSIII,Pune,2010,Petrol,Manual,Third,5,2.5,9,54,maruti,16.1,1298,88.2
1632,Ford Ikon 1.3 Flair,Hyderabad,2006,Petrol,Manual,First,5,1.6,13,27,ford,13.8,1299,70
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,Diesel,Manual,First,5,7.54,2,75,ford,22.7,1498,89.84
1634,Maruti Ciaz VXi Plus,Kochi,2015,Petrol,Manual,First,5,6.84,4,46,maruti,20.73,1373,91.1
1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,Diesel,Manual,First,5,8,2,27,honda,27.3,1498,98.6
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,Diesel,Manual,First,5,5.5,2,34,hyundai,24,1120,70
1641,Nissan Sunny 2011-2014 XL,Jaipur,2011,Petrol,Manual,Second,5,3,8,42,nissan,16.95,1498,97.7
1643,Chevrolet Aveo 1.4 LS,Jaipur,2006,Petrol,Manual,First,5,1.4,13,100,chevrolet,14.49,1399,92.7
1644,Honda Mobilio V i DTEC,Mumbai,2014,Diesel,Manual,First,7,5.75,5,57,honda,24.2,1498,98.6
1645,Maruti Ritz VDi,Hyderabad,2010,Diesel,Manual,First,5,3.4,9,79,maruti,21.1,1248,73.9
1646,Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,Petrol,Manual,Second,5,4.89,8,44,volkswagen,16.47,1198,73.9
1648,Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,Petrol,Automatic,Second,5,3.49,6,60,maruti,16.98,998,66.1
1651,Hyundai Grand i10 AT Asta,Coimbatore,2017,Petrol,Automatic,First,5,7.08,2,23,hyundai,18.9,1197,82
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,Diesel,Manual,First,5,6.75,3,77,hyundai,23,1396,90
1660,Honda City ZX CVT,Hyderabad,2008,Petrol,Automatic,First,5,2.99,11,56,honda,16.4,1497,78
1661,Hyundai i10 Magna,Kolkata,2013,Petrol,Manual,First,5,2.35,6,21,hyundai,20.36,1197,78.9
1662,Honda Amaze S i-Dtech,Delhi,2013,Diesel,Manual,First,5,3.65,6,89,honda,25.8,1498,98.6
1663,Maruti Wagon R LXI,Delhi,2012,Petrol,Manual,Second,5,2.74,7,45,maruti,22.5,998,67.04
1664,Honda Brio S MT,Jaipur,2013,Petrol,Manual,First,5,3.5,6,53,honda,19.4,1198,86.8
1665,Hyundai i20 1.2 Sportz Option,Kochi,2014,Petrol,Manual,First,5,4.76,5,55,hyundai,17,1197,80
1667,Skoda Octavia Rider 1.9 TDI MT,Pune,2008,Diesel,Manual,Second,5,2.35,11,82,skoda,18.7,1896,66
1670,Hyundai EON Sportz,Hyderabad,2017,Petrol,Manual,First,5,3.65,2,31,hyundai,21.1,814,55.2
1671,Maruti Swift VXI,Coimbatore,2016,Petrol,Manual,Second,5,6.26,3,18,maruti,18.6,1197,85.8
1674,Hyundai i20 1.2 Spotz,Coimbatore,2018,Petrol,Manual,First,5,7.8,1,22,hyundai,18.6,1197,81.83
1675,Honda Brio S MT,Bangalore,2014,Petrol,Manual,First,5,4.25,5,43,honda,19.4,1198,86.8
1676,Maruti Swift Dzire ZXi,Kochi,2014,Petrol,Manual,First,5,4.86,5,49,maruti,17.5,1298,85.8
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,Petrol,Manual,First,5,4.9,2,12,hyundai,18.9,1197,81.86
1680,Maruti Alto K10 VXI,Coimbatore,2011,Petrol,Manual,First,5,3.22,8,48,maruti,24.07,998,67.1
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,Diesel,Manual,First,5,3.25,5,30,volkswagen,22.07,1199,73.9
1682,Hyundai Grand i10 Sportz,Delhi,2016,Petrol,Manual,First,5,4.53,3,81,hyundai,18.9,1197,82
1685,Fiat Punto EVO 1.2 Emotion,Chennai,2010,Petrol,Manual,First,5,2.25,9,72,fiat,15.7,1172,67
1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,Diesel,Manual,Second,8,8,8,156,toyota,12.99,2494,100
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,Diesel,Automatic,First,7,8.37,2,47,mahindra,18.49,1493,100
1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,Diesel,Manual,First,5,5.39,4,61,volkswagen,20.14,1498,88.8
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,Petrol,Manual,First,5,6.03,1,10,hyundai,18.9,1197,81.86
1694,Hyundai i10 Sportz AT,Chennai,2013,Petrol,Automatic,First,5,3.96,6,21,hyundai,16.95,1197,78.9
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,Diesel,Manual,First,5,4.6,8,113,hyundai,23,1396,90
1697,Honda Brio V MT,Mumbai,2013,Petrol,Manual,First,5,3.25,6,63,honda,19.4,1198,86.8
1698,Hyundai i20 1.2 Magna Executive,Jaipur,2017,Petrol,Manual,First,5,6.25,2,58,hyundai,18.6,1197,81.83
1704,Honda Amaze V CVT Petrol,Pune,2018,Petrol,Automatic,First,5,7.8,1,1,honda,19,1199,88.76
1705,Hyundai i10 Era 1.1,Kochi,2013,Petrol,Manual,First,5,3.7,6,34,hyundai,19.81,1086,68.05
1706,Hyundai i20 1.2 Sportz,Hyderabad,2012,Petrol,Manual,First,5,4,7,58,hyundai,17,1197,80
1709,Maruti Swift VXI Optional,Kochi,2017,Petrol,Manual,First,5,5.44,2,37,maruti,20.4,1197,81.8
1710,Maruti Baleno Delta Automatic,Delhi,2017,Petrol,Automatic,First,5,6.2,2,44,maruti,21.4,1197,83.1
1711,Hyundai Accent GLE,Kolkata,2005,Petrol,Manual,First,5,0.9,14,45,hyundai,13.2,1495,94
1712,Maruti Ritz LXi,Mumbai,2016,Petrol,Manual,First,5,3.95,3,11,maruti,18.5,1197,85.8
1713,Tata Nano Lx,Pune,2011,Petrol,Manual,Second,4,0.44,8,65,tata,26,624,35
1714,Ford Figo Diesel EXI,Ahmedabad,2012,Diesel,Manual,First,5,2.75,7,55,ford,20,1399,68
1716,Fiat Linea Emotion Pack (Diesel),Chennai,2010,Diesel,Manual,Second,5,2.5,9,160,fiat,19,1248,93
1717,Mahindra Xylo D4,Hyderabad,2015,Diesel,Manual,First,7,5,4,169,mahindra,14.95,2489,93.7
1718,Maruti Wagon R VXI,Hyderabad,2013,Petrol,Manual,First,5,3.6,6,67,maruti,18.9,998,67.1
1719,Toyota Etios G Safety,Kochi,2012,Petrol,Manual,First,5,3.99,7,44,toyota,17.6,1496,88.7
1720,Hyundai Grand i10 Sportz,Coimbatore,2015,Petrol,Manual,First,5,5.64,4,36,hyundai,18.9,1197,82
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,Diesel,Manual,First,8,12,5,160,toyota,12.99,2494,100
1722,Tata Indica V2 DLS TC,Kolkata,2008,Diesel,Manual,First,5,0.7,11,133,tata,16.8,1405,62
1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,Diesel,Manual,First,5,7.55,4,1,ford,25.83,1498,99
1727,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,Petrol,Manual,Third,5,0.99,12,59,chevrolet,15.26,1150,74.9
1729,Nissan Sunny XL,Chennai,2016,Petrol,Manual,First,5,6.2,3,90,nissan,16.95,1498,97.6
1730,Maruti Swift Dzire VXI,Kolkata,2016,Petrol,Manual,First,5,4.4,3,18,maruti,19.1,1197,85.8
1731,Ford Figo Diesel Titanium,Kolkata,2012,Diesel,Manual,First,5,2.1,7,60,ford,20,1399,68
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,Diesel,Manual,First,5,2.2,8,130,fiat,20.3,1248,75
1733,Hyundai Elite i20 Petrol Asta,Coimbatore,2018,Petrol,Manual,First,5,8.34,1,32,hyundai,18.6,1197,81.86
1734,Maruti Swift Dzire VDI,Kolkata,2014,Diesel,Manual,First,5,4.35,5,32,maruti,23.4,1248,74
1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,Diesel,Manual,First,5,6.8,5,62,ford,22.7,1498,89.84
1736,Maruti Swift Dzire VDi,Jaipur,2010,Diesel,Manual,First,5,3.3,9,71,maruti,19.3,1248,73.9
1737,Hyundai Grand i10 Sportz,Kochi,2016,Petrol,Manual,First,5,5.04,3,19,hyundai,18.9,1197,82
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,Diesel,Manual,First,5,5.7,5,74,volkswagen,22.07,1199,73.9
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,Diesel,Manual,First,7,8.48,1,55,mahindra,18.49,1493,100
1743,Maruti Wagon R LXI,Ahmedabad,2010,Petrol,Manual,First,5,2.75,9,21,maruti,22.5,998,67.04
1744,Maruti Ertiga SHVS VDI,Pune,2017,Diesel,Manual,First,7,8,2,121,maruti,24.52,1248,88.5
1745,Maruti Alto LXi BSIII,Jaipur,2010,Petrol,Manual,First,5,1.85,9,73,maruti,19.7,796,46.3
1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,Petrol,Automatic,First,5,3.85,4,34,maruti,20.51,998,67
1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,Petrol,Manual,First,7,4.74,2,28,maruti,15.1,1196,73
1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,Petrol,Manual,First,5,2.62,8,25,maruti,18.2,1061,64
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,Diesel,Manual,Second,5,2.4,8,110,mahindra,21,1461,64.1
1754,Renault KWID Climber 1.0 MT,Delhi,2017,Petrol,Manual,First,5,4.25,2,15,renault,21.7,999,67
1756,Maruti Swift DDiS VDI,Pune,2008,Diesel,Manual,Second,5,2.7,11,150,maruti,28.4,1248,74
1757,Datsun GO T Option,Hyderabad,2016,Petrol,Manual,First,5,2.99,3,19,datsun,20.63,1198,67
1758,Hyundai i20 1.2 Magna,Chennai,2011,Petrol,Manual,First,5,3.4,8,37,hyundai,18.5,1197,80
1760,Maruti Ertiga ZDI,Mumbai,2012,Diesel,Manual,First,7,5.85,7,88,maruti,20.77,1248,88.8
1761,Hyundai Grand i10 Magna,Jaipur,2014,Petrol,Manual,First,5,4,5,42,hyundai,18.9,1197,82
1765,Maruti Ritz LDi,Jaipur,2011,Diesel,Manual,First,5,2.9,8,79,maruti,21.1,1248,73.9
1767,Hyundai i20 1.2 Magna Executive,Kochi,2016,Petrol,Manual,First,5,6.95,3,28,hyundai,18.6,1197,81.83
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,Petrol,Manual,First,5,2.75,5,9,hyundai,20.3,998,68.05
1769,Maruti Swift VDI,Pune,2014,Diesel,Manual,First,5,5.1,5,75,maruti,22.9,1248,74
1770,Hyundai i20 Sportz 1.2,Chennai,2017,Petrol,Manual,First,5,6.75,2,8,hyundai,18.6,1197,81.83
1771,Maruti Ritz ZXi,Mumbai,2014,Petrol,Manual,First,5,3.69,5,59,maruti,18.5,1197,85.8
1772,Maruti Swift VDI,Hyderabad,2013,Diesel,Manual,First,5,5.45,6,53,maruti,22.9,1248,74
1773,Honda WRV i-VTEC VX,Kochi,2018,Petrol,Manual,First,5,9.29,1,15,honda,17.5,1199,88.7
1774,Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,Petrol,Automatic,Second,5,4,4,53,hyundai,16.9,1197,81.86
1775,Honda Amaze E i-Vtech,Kolkata,2013,Petrol,Manual,First,5,2.9,6,40,honda,18,1198,86.7
1782,Maruti Swift VDI,Pune,2012,Diesel,Manual,First,5,4.35,7,75,maruti,22.9,1248,74
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,Petrol,Automatic,First,5,5.23,2,37,maruti,22.5,998,67
1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,Petrol,Manual,First,5,6.01,3,43,hyundai,18.9,1197,81.86
1785,Honda Amaze VX i-DTEC,Hyderabad,2014,Diesel,Manual,First,5,4.4,5,97,honda,25.8,1498,98.6
1787,Ford Figo Petrol Titanium,Delhi,2011,Petrol,Manual,First,5,2.4,8,65,ford,15.6,1196,70
1788,Volkswagen Ameo 1.2 MPI Trendline,Kochi,2018,Petrol,Manual,First,5,5.71,1,46,volkswagen,17,1198,73.75
1789,Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,Diesel,Manual,Second,5,5.49,4,65,ford,22.7,1498,89.84
1790,Honda City 1.3 EXI,Pune,2004,Petrol,Manual,Second,5,1.3,15,73,honda,13,1343,90
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,Petrol,Manual,First,5,5,2,31,hyundai,18.9,1197,81.86
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,Diesel,Automatic,First,5,9,2,41,maruti,28.4,1248,73.75
1795,Maruti Swift VDI,Kochi,2016,Diesel,Manual,First,5,5.22,3,38,maruti,22.9,1248,74
1796,Volkswagen Polo Petrol Highline 1.2L,Pune,2012,Petrol,Manual,First,5,3.8,7,19,volkswagen,16.47,1198,73.9
1797,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,Petrol,Manual,First,5,7.27,0,20,toyota,18.16,1197,78.9
1798,Maruti Swift VXI,Mumbai,2016,Petrol,Manual,First,5,5.1,3,23,maruti,22,1197,81.8
1800,Maruti Wagon R VXI,Pune,2013,Petrol,Manual,First,5,2.9,6,61,maruti,18.9,998,67.1
1801,Tata Nano Lx BSIV,Kochi,2012,Petrol,Manual,First,4,1.38,7,4,tata,26,624,35
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,Diesel,Manual,First,5,5.25,2,40,tata,22.95,1248,74
1806,Hyundai EON D Lite Plus,Kolkata,2013,Petrol,Manual,First,5,1.95,6,36,hyundai,21.1,814,55.2
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,Diesel,Manual,First,7,8.31,6,62,toyota,12.99,2494,100
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,Diesel,Manual,First,5,5.5,4,58,hyundai,24.4,1120,71
1813,Hyundai i20 Sportz Petrol,Mumbai,2010,Petrol,Manual,First,5,2.75,9,73,hyundai,17,1197,80
1815,Ford Figo Diesel Titanium,Hyderabad,2015,Diesel,Manual,First,5,4.95,4,36,ford,20,1399,68.05
1816,Hyundai i20 1.2 Magna Executive,Kochi,2019,Petrol,Manual,First,5,6.27,0,27,hyundai,18.6,1197,81.83
1818,Hyundai Grand i10 Asta,Kolkata,2014,Petrol,Manual,First,5,3.5,5,37,hyundai,18.9,1197,82
1820,Maruti Swift Dzire ZXi,Kolkata,2015,Petrol,Manual,First,5,4.45,4,27,maruti,17.5,1298,85.8
1821,Hyundai i20 Magna,Kolkata,2012,Petrol,Manual,First,5,2.65,7,37,hyundai,18.5,1197,80
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,Diesel,Manual,First,5,4.7,2,10,mahindra,25.32,1198,77
1825,Maruti Vitara Brezza VDi Option,Coimbatore,2017,Diesel,Manual,First,5,9.58,2,71,maruti,24.3,1248,88.5
1829,Hyundai i20 Magna 1.4 CRDi,Pune,2015,Diesel,Manual,Second,5,7,4,29,hyundai,22.54,1396,88.73
1832,Hyundai i20 1.2 Magna,Jaipur,2011,Petrol,Manual,Second,5,2.7,8,82,hyundai,18.5,1197,80
1833,Honda Brio S MT,Mumbai,2012,Petrol,Manual,Second,5,2.5,7,70,honda,19.4,1198,86.8
1834,Nissan Evalia 2013 XL,Hyderabad,2013,Diesel,Manual,First,7,3.9,6,166,nissan,19.3,1461,84.8
1835,Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,Petrol,Manual,First,5,3.95,4,58,volkswagen,16.47,1198,73.9
1836,Hyundai i10 Sportz 1.2,Chennai,2010,Petrol,Manual,Second,5,2.1,9,77,hyundai,20.36,1197,78.9
1838,Hyundai i10 Era,Hyderabad,2007,Petrol,Manual,Second,5,2,12,70,hyundai,19.81,1086,68.05
1839,Maruti Ertiga VDI,Delhi,2014,Diesel,Manual,First,7,5.35,5,79,maruti,20.77,1248,88.76
1840,Honda Amaze S i-Dtech,Delhi,2013,Diesel,Manual,First,5,3.8,6,90,honda,25.8,1498,98.6
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,Petrol,Manual,First,5,5.53,1,46,hyundai,18.9,1197,81.86
1843,Hyundai i10 Sportz 1.2,Pune,2009,Petrol,Manual,Third,5,1.95,10,68,hyundai,20.36,1197,78.9
1844,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,Diesel,Manual,First,5,8.2,2,2,maruti,28.4,1248,74
1845,Honda City 1.3 EXI,Pune,1999,Petrol,Manual,First,5,0.9,20,140,honda,13,1343,90
